stock_code,description,total_quantity,total_revenue,avg_unit_price,total_orders,unique_customers,revenue_percentage,cumulative_revenue_percentage,abc_category,avg_daily_demand,demand_std,max_daily_demand,demand_days,safety_stock,reorder_point,inventory_priority,movement_category,avg_daily_demand_capped,reorder_point_capped,annual_demand,holding_cost,eoq
47310M,"small pop box,funky monkey",152,216.47,1.5923529411764705,34,8,2.0340889508370503e-05,0.9910981678592947,C,5.066666666666666,5.400723663728225,24,30,23.576803328110742,59.04346999477741,Normal,Medium Moving,5.066666666666666,59.04346999477741,152,0.3184705882352941,218.0
23360,set 8 candles vintage doiley,122,216.29999999999998,1.907142857142857,7,7,2.0324915233799322e-05,0.9911184927745286,C,20.333333333333332,26.718283377991682,72,6,116.63838990658263,258.97172323991595,Normal,Medium Moving,20.333333333333332,258.97172323991595,122,0.38142857142857145,179.0
21377,small camphor wood field  mushroom,121,215.68,2.4429268292682926,41,18,2.0266656114775028e-05,0.9911387594306433,C,3.025,2.5468683636062663,12,40,11.118327514998342,32.29332751499834,Normal,Medium Moving,3.025,32.29332751499834,121,0.4885853658536585,157.0
84051,ass colour glowing tiaras,281,215.21,0.8719230769230768,25,24,2.022249194390177e-05,0.9911589819225872,C,11.24,23.135974873199814,120,25,100.99985915831763,179.67985915831764,Normal,Medium Moving,11.24,179.67985915831764,281,0.17438461538461536,401.0
90120C,green murano twist bracelet,51,215.20000000000002,4.202272727272727,22,6,2.02215522806917e-05,0.9911792034748679,C,2.4285714285714284,2.336052836975837,10,21,10.198014512639213,27.19801451263921,Normal,Slow Moving,2.4285714285714284,27.19801451263921,51,0.8404545454545455,78.0
21316,small chunky glass roman  bowl,159,214.73000000000002,3.048666666666667,15,9,2.0177388109818443e-05,0.9911993808629777,C,13.25,27.156532781768604,94,12,118.55156314869915,211.30156314869913,Normal,Medium Moving,13.25,211.30156314869913,159,0.6097333333333335,161.0
21520,booze & women greeting card,504,214.19,0.5127586206896552,58,29,2.01266462964747e-05,0.9912195075092741,C,9.882352941176471,10.383924227041586,72,51,45.33091387718955,114.50738446542485,Normal,Medium Moving,9.882352941176471,114.50738446542485,504,0.10255172413793104,701.0
22882,number tile vintage font 3,108,213.7,3.0280952380952377,42,13,2.00806027991813e-05,0.9912395881120734,C,2.918918918918919,5.67831341537637,28,37,24.788618519556678,45.22105095198911,Normal,Medium Moving,2.918918918918919,45.22105095198911,108,0.6056190476190476,134.0
20781,gold ear muff headphones,35,212.26,6.073200000000001,25,19,1.994529129693132e-05,0.9912595334033703,C,1.4583333333333333,0.7790276362049131,4,24,3.4008370932437515,13.609170426577084,Normal,Slow Moving,1.4583333333333333,13.609170426577084,35,1.2146400000000002,54.0
90200C,blue sweetheart bracelet,50,211.43,4.22,26,6,1.9867299250495567e-05,0.9912794007026208,C,2.380952380952381,1.8567765206451334,7,21,8.105738707853838,24.772405374520506,Normal,Slow Moving,2.380952380952381,24.772405374520506,50,0.844,77.0
84510C,set of 4 polkadot coasters,132,211.32999999999998,1.7924074074074072,54,25,1.9857902618394872e-05,0.9912992586052392,C,2.64,2.8625662812039327,13,50,12.496503510982581,30.97650351098258,Normal,Medium Moving,2.64,30.97650351098258,132,0.35848148148148146,192.0
72127,columbian candle round,169,210.60999999999999,1.284516129032258,30,25,1.979024686726988e-05,0.9913190488521064,C,6.5,8.940917178902845,36,26,39.031481524533504,84.5314815245335,Normal,Medium Moving,6.5,84.5314815245335,169,0.2569032258064516,256.0
84877B,green round compact mirror,144,210.56,2.32,21,8,1.9785548551219535e-05,0.9913388344006576,C,8.0,10.26129220162153,24,18,44.79556503783408,100.79556503783408,Normal,Medium Moving,8.0,100.79556503783408,144,0.46399999999999997,176.0
84707B,pink jewelled mirror trinket tray,34,210.54999999999998,8.18611111111111,18,13,1.9784608888009466e-05,0.9913586190095456,C,2.0,3.122498999199199,14,17,13.631237104533103,27.631237104533103,Normal,Slow Moving,2.0,27.631237104533103,34,1.6372222222222221,46.0
84926A,wake up cockerel tile coaster,604,210.51999999999998,0.6694285714285714,35,24,1.978178989837926e-05,0.991378400799444,C,18.303030303030305,15.43228119981952,72,33,67.36946405828088,195.490676179493,Normal,Medium Moving,18.303030303030305,195.490676179493,604,0.13388571428571427,672.0
90175D,tigris eye chunky charm bracelet,23,210.04,9.1395,20,2,1.9736686064295932e-05,0.9913981374855082,C,1.15,0.48936048492959283,3,20,2.1362981385663624,10.186298138566361,Normal,Slow Moving,1.15,10.186298138566361,23,1.8279,35.0
22896,peg bag apple design,100,210.0,2.1,1,1,1.9732927411455655e-05,0.9914178704129196,C,100.0,0.0,100,1,0.0,700.0,Normal,Medium Moving,98.84146341463475,691.8902439024432,100,0.42000000000000004,154.0
90160B,red boudicca large bracelet,30,209.73,7.0025,12,7,1.9707556504783783e-05,0.9914375779694244,C,2.5,2.3159525823376357,9,12,10.11026705878732,27.610267058787322,Normal,Slow Moving,2.5,27.610267058787322,30,1.4005,46.0
20622,vippassport cover,142,209.66,2.421764705882353,34,18,1.9700978862313296e-05,0.9914572789482867,C,4.733333333333333,9.428252967702367,48,30,41.15894087307281,74.29227420640615,Normal,Medium Moving,4.733333333333333,74.29227420640615,142,0.48435294117647065,171.0
90192,jade drop earrings w filigree,42,209.1,4.9956,25,5,1.9648357722549416e-05,0.9914769273060092,C,1.75,1.1131623577819225,5,24,4.859498766423299,17.1094987664233,Normal,Slow Moving,1.75,17.1094987664233,42,0.99912,65.0
21750,large skull windmill,90,207.51000000000002,2.6954166666666666,24,15,1.9498951272148396e-05,0.9914964262572814,C,4.5,5.462792808001957,24,20,23.847765535844903,55.3477655358449,Normal,Slow Moving,4.5,55.3477655358449,90,0.5390833333333334,129.0
16048,teatime round pencil sharpener,1460,205.29999999999998,0.3280882352941176,67,41,1.9291285702723075e-05,0.9915157175429842,C,27.037037037037038,30.458114117317052,144,54,132.96458234143674,322.223841600696,Normal,Fast Moving,27.037037037037038,322.223841600696,1460,0.06561764705882353,1492.0
90119,metalic leaves bag charms,83,205.06,2.4691666666666667,36,3,1.9268733785681413e-05,0.9915349862767698,C,2.515151515151515,2.412483317574602,11,33,10.531670985650853,28.137731591711457,Normal,Slow Moving,2.515151515151515,28.137731591711457,83,0.49383333333333335,130.0
20763,daisy sketchbook,73,205.04,3.9829629629629633,27,24,1.9266854459261272e-05,0.9915542531312291,C,2.8076923076923075,4.17630679686472,17,26,18.23162415230111,37.88547030614726,Normal,Slow Moving,2.8076923076923075,37.88547030614726,73,0.7965925925925927,96.0
79051A,smokey grey colour d.o.f. glass,587,204.79,0.3522222222222222,26,23,1.924336287900954e-05,0.9915734964941082,C,24.458333333333332,23.331224024743182,96,24,101.85221731113982,273.06055064447315,Normal,Medium Moving,24.458333333333332,273.06055064447315,587,0.07044444444444445,913.0
21726,multi hearts  stickers,237,204.69,0.927142857142857,42,29,1.9233966246908847e-05,0.9915927304603551,C,6.583333333333333,5.753880678041808,24,36,25.118506623603245,71.20183995693657,Normal,Medium Moving,6.583333333333333,71.20183995693657,237,0.18542857142857141,358.0
22878,number tile cottage garden no,75,204.19,3.453333333333333,33,10,1.918698308640538e-05,0.9916119174434416,C,2.4193548387096775,2.4735156296034346,10,31,10.79810691293737,27.733590783905115,Normal,Slow Moving,2.4193548387096775,27.733590783905115,75,0.6906666666666667,104.0
84875B,green square compact mirror,131,203.51,2.5524999999999998,20,14,1.9123085988120666e-05,0.9916310405294297,C,6.55,9.225108757025435,24,20,40.27211692121224,86.12211692121224,Normal,Medium Moving,6.55,86.12211692121224,131,0.5105,160.0
85230A,opium scented votive candle,840,203.27999999999997,0.2633333333333333,18,14,1.910147373428907e-05,0.991650142003164,C,46.666666666666664,39.023371579244206,144,18,170.35612525461096,497.0227919212776,Normal,Medium Moving,46.666666666666664,497.0227919212776,840,0.05266666666666667,1263.0
21911,garden metal sign,114,203.21,2.1710344827586208,29,18,1.909489609181859e-05,0.9916692368992559,C,4.56,5.930711031009126,25,25,25.890457701632084,57.81045770163208,Normal,Medium Moving,4.56,57.81045770163208,114,0.4342068965517242,162.0
84688,beach hut design blackboard,41,203.07,6.171333333333333,15,7,1.9081740806877616e-05,0.9916883186400628,C,3.4166666666666665,2.539088359425425,7,12,11.084363987166787,35.00103065383345,Normal,Slow Moving,3.4166666666666665,35.00103065383345,41,1.2342666666666666,58.0
90201A,purple enamel flower ring,69,202.51000000000002,2.9217857142857144,28,11,1.9029119667113736e-05,0.9917073477597299,C,2.5555555555555554,3.4899122022605638,18,27,15.23517564464148,33.124064533530365,Normal,Slow Moving,2.5555555555555554,33.124064533530365,69,0.5843571428571429,109.0
22541,mini jigsaw leap frog,503,201.95,0.5651428571428571,35,19,1.8976498527349853e-05,0.9917263242582572,C,15.71875,42.60413002469703,240,32,185.98788923485395,296.0191392348539,Normal,Medium Moving,15.71875,296.0191392348539,503,0.11302857142857142,667.0
85179C,pink bitty light chain,106,201.31,2.8925,36,7,1.8916360081905417e-05,0.9917452406183391,C,3.533333333333333,5.71587826740704,24,30,24.95260749279833,49.68594082613166,Normal,Medium Moving,3.533333333333333,49.68594082613166,106,0.5785,135.0
84968e,set of 16 vintage black cutlery,8,200.21,25.048333333333332,6,0,1.8812997128797793e-05,0.9917640536154679,C,1.3333333333333333,0.816496580927726,3,6,3.564407384124323,12.897740717457655,Normal,Slow Moving,1.3333333333333333,12.897740717457655,8,5.009666666666667,13.0
47594A,carousel design washbag,108,199.84,1.9125999999999999,50,26,1.877822959002523e-05,0.991782831845058,C,2.769230769230769,2.549112729657522,12,39,11.128125271795664,30.512740656411047,Normal,Medium Moving,2.769230769230769,30.512740656411047,108,0.38251999999999997,168.0
22038,botanical lavender gift wrap,475,199.5,0.42,19,19,1.874628104088287e-05,0.9918015781260989,C,25.0,0.0,25,19,0.0,175.0,Normal,Medium Moving,25.0,175.0,475,0.084,752.0
21367,mirrored wall art gents,171,199.48999999999998,2.19953488372093,43,29,1.87453413776728e-05,0.9918203234674766,C,4.75,8.429116205154607,48,36,36.797219663990916,70.04721966399092,Normal,Medium Moving,4.75,70.04721966399092,171,0.43990697674418605,197.0
21651,hanging glass etched tealight,127,198.57000000000002,1.7690909090909093,11,9,1.8658892362346427e-05,0.9918389823598389,C,12.7,13.23337531479487,36,10,57.77016314673172,146.6701631467317,Normal,Medium Moving,12.7,146.6701631467317,127,0.35381818181818186,189.0
22881,number tile vintage font 2,102,197.56,3.2152941176470584,34,9,1.8563986378129425e-05,0.991857546346217,C,3.2903225806451615,6.235348417889182,28,31,27.220349065098457,50.25260712961459,Normal,Medium Moving,3.2903225806451615,50.25260712961459,102,0.6430588235294117,126.0
84828,jungle popsicles ice lolly holders,139,197.49,1.8079310344827586,29,15,1.855740873565894e-05,0.9918761037549527,C,6.043478260869565,6.197347386140778,24,23,27.054455953807718,69.35880377989469,Normal,Medium Moving,6.043478260869565,69.35880377989469,139,0.36158620689655174,196.0
47578A,english rose small scented flower,213,197.43,1.1552173913043478,45,26,1.8551770756398523e-05,0.9918946555257091,C,5.071428571428571,5.048027178731563,20,42,22.037110468590885,57.53711046859088,Normal,Medium Moving,5.071428571428571,57.53711046859088,213,0.23104347826086957,304.0
90019A,silver m.o.p orbit bracelet,38,197.09,5.245555555555556,27,8,1.8519822207256167e-05,0.9919131753479163,C,1.52,0.7702813338860894,4,25,3.3626552008792094,14.002655200879211,Normal,Slow Moving,1.52,14.002655200879211,38,1.049111111111111,60.0
22880,number tile vintage font 1,97,196.69,3.299375,32,8,1.8482235678853393e-05,0.9919316575835952,C,3.2333333333333334,6.300976023647026,28,30,27.506845699658605,50.14017903299194,Normal,Slow Moving,3.2333333333333334,50.14017903299194,97,0.659875,121.0
22044,christmas card stack of presents,816,196.44,0.2602777777777778,36,35,1.845874409860166e-05,0.9919501163276938,C,34.0,28.23503836201304,132,24,123.25976811102076,361.2597681110208,Normal,Medium Moving,34.0,361.2597681110208,816,0.052055555555555556,1252.0
22263,felt egg cosy ladybird,326,195.97,1.0479245283018868,51,14,1.84145799277284e-05,0.9919685309076215,C,7.5813953488372094,13.768896207341726,50,43,60.10797406760295,113.17774150946342,Normal,Medium Moving,7.5813953488372094,113.17774150946342,326,0.20958490566037735,394.0
90013A,midnight blue vintage earrings,52,195.32,3.759375,32,3,1.8353501819073896e-05,0.9919868844094406,C,1.8571428571428572,1.67142178807469,9,28,7.29657453878188,20.29657453878188,Normal,Slow Moving,1.8571428571428572,20.29657453878188,52,0.7518750000000001,83.0
84926F,psychedelic tile coaster,430,195.22,1.1860714285714287,28,18,1.8344105186973206e-05,0.9920052285146276,C,16.53846153846154,20.64215254130396,96,26,90.11310354642787,205.88233431565862,Normal,Medium Moving,16.53846153846154,205.88233431565862,430,0.23721428571428574,426.0
20617,first class passport cover,93,194.94,2.251860465116279,43,20,1.8317794617091264e-05,0.9920235463092447,C,2.325,1.8589699381026128,7,40,8.115314049091669,24.39031404909167,Normal,Slow Moving,2.325,24.39031404909167,93,0.4503720930232558,144.0
23697,a pretty thank you card,456,194.58,0.5208333333333334,35,26,1.828396674152877e-05,0.9920418302759862,C,22.8,22.834876372500208,84,20,99.68541676589145,259.28541676589145,Normal,Medium Moving,22.8,259.28541676589145,456,0.10416666666666669,662.0
22884,number tile vintage font 5,99,194.04999999999998,3.086666666666667,36,12,1.823416459139509e-05,0.9920600644405776,C,2.911764705882353,5.920522330861673,28,34,25.845979036456356,46.22833197763283,Normal,Slow Moving,2.911764705882353,46.22833197763283,99,0.6173333333333334,127.0
20654,first class luggage tag,152,193.59,1.385,49,21,1.8190940083731906e-05,0.9920782553806613,C,3.5348837209302326,3.5546672016841008,13,43,15.517862925269116,40.26204897178074,Normal,Medium Moving,3.5348837209302326,40.26204897178074,152,0.277,234.0
22289,hanging metal chicken decoration,148,193.52,1.4934285714285713,34,19,1.8184362441261422e-05,0.9920964397431026,C,4.625,6.699783337854557,24,32,29.2478349074627,61.6228349074627,Normal,Medium Moving,4.625,61.6228349074627,148,0.2986857142857143,223.0
90018A,silver m.o.p orbit drop earrings,46,193.33,4.194054054054054,37,8,1.8166508840270106e-05,0.9921146062519428,C,1.3529411764705883,0.733705949735561,4,34,3.2029857394404395,12.673573974734557,Normal,Slow Moving,1.3529411764705883,12.673573974734557,46,0.8388108108108109,74.0
90082A,diamante bow brooch green colour,30,193.2,6.483333333333333,18,8,1.81542932185392e-05,0.9921327605451613,C,1.7647058823529411,1.200490095997562,5,17,5.24072710491925,17.59366828138984,Normal,Slow Moving,1.7647058823529411,17.59366828138984,30,1.2966666666666669,48.0
21376,large  tall camphor wood toadstool,33,192.81,6.459411764705883,17,13,1.81176463533465e-05,0.9921508781915147,C,1.9411764705882353,1.0880365478290537,4,17,4.749812302793101,18.338047596910748,Normal,Slow Moving,1.9411764705882353,18.338047596910748,33,1.2918823529411767,51.0
21306,set/4 daisy mirror magnets,494,192.73999999999998,1.044318181818182,44,35,1.8111068710876012e-05,0.9921689892602256,C,12.048780487804878,16.186338714348278,72,41,70.66129434345712,155.00275775809126,Normal,Medium Moving,12.048780487804878,155.00275775809126,494,0.2088636363636364,486.0
84910A,pink paisley cushion cover,26,192.14,7.464117647058822,17,6,1.8054688918271853e-05,0.9921870439491438,C,1.5294117647058822,0.6242642728467979,3,17,2.7252192302530776,13.431101583194254,Normal,Slow Moving,1.5294117647058822,13.431101583194254,26,1.4928235294117647,42.0
22883,number tile vintage font 4,100,191.48,3.294375,32,9,1.799267114640728e-05,0.9922050366202902,C,3.3333333333333335,6.429100507328637,28,30,28.066171808780762,51.399505142114094,Normal,Medium Moving,3.3333333333333335,51.399505142114094,100,0.6588750000000001,123.0
85045,green christmas tree string 20light,42,191.1,4.886363636363637,11,9,1.7956963944424646e-05,0.9922229935842347,C,4.2,7.0992957397195395,24,10,30.991902168147085,60.391902168147084,Normal,Slow Moving,4.2,60.391902168147084,42,0.9772727272727274,66.0
90030B,red kukui coconut seed necklace,122,190.73000000000002,3.1552000000000002,25,13,1.7922196405652083e-05,0.9922409157806403,C,5.304347826086956,5.538581887817787,24,23,24.178621980368636,61.309056762977335,Normal,Medium Moving,5.304347826086956,61.309056762977335,122,0.63104,139.0
90184C,black chunky bead bracelet w strap,21,190.51999999999998,9.101176470588236,17,7,1.7902463478240622e-05,0.9922588182441185,C,1.2352941176470589,0.7524469885568252,4,17,3.2847995506933585,11.931858374222772,Normal,Slow Moving,1.2352941176470589,11.931858374222772,21,1.8202352941176472,34.0
47471,rainbow pegs photo clip string,290,189.88,0.9984615384615384,39,19,1.784232503279619e-05,0.9922766605691513,C,8.055555555555555,22.604606919127214,101,36,98.68017784742788,155.06906673631676,Normal,Medium Moving,8.055555555555555,155.06906673631676,290,0.1996923076923077,381.0
21418,starfish soap dish,74,189.75,3.488076923076923,25,11,1.7830109411065288e-05,0.9922944906785623,C,2.96,2.85014619508076,12,25,12.442283753395113,33.162283753395116,Normal,Slow Moving,2.96,33.162283753395116,74,0.6976153846153846,103.0
21196,round white confetti in tube,108,189.68,2.0014285714285713,13,9,1.7823531768594804e-05,0.992312314210331,C,9.0,7.211102550927978,24,12,31.479993646759205,94.4799936467592,Normal,Medium Moving,9.0,94.4799936467592,108,0.4002857142857143,164.0
23229,donkey tail game,54,189.54000000000002,3.66,4,4,1.7810376483653833e-05,0.9923301245868146,C,13.5,15.0,36,4,65.48234494884862,159.9823449488486,Normal,Slow Moving,13.5,159.9823449488486,54,0.7320000000000001,86.0
21807,white christmas star decoration,438,189.0,0.4694117647058823,30,24,1.775963467031009e-05,0.9923478842214849,C,18.25,21.207566328205065,94,24,92.58141158860738,220.33141158860738,Normal,Medium Moving,18.25,220.33141158860738,438,0.09388235294117647,683.0
85020,round pink heart mirror,85,188.81,2.5686363636363634,22,11,1.7741781069318772e-05,0.9923656260025542,C,4.0476190476190474,3.528118343766128,12,21,15.401964160456938,43.73529749379027,Normal,Slow Moving,4.0476190476190474,43.73529749379027,85,0.5137272727272727,129.0
84804B,blue delphinium artificial flower,99,188.37000000000003,2.23,6,6,1.7700435888075725e-05,0.9923833264384423,C,16.5,11.65761553663527,36,6,50.891200123400516,166.39120012340052,Normal,Slow Moving,16.5,166.39120012340052,99,0.446,149.0
21027,ninja rabbit pink,167,187.79,1.1130232558139534,42,16,1.76459354218917e-05,0.9924009723738642,C,5.0606060606060606,4.554800996883631,20,33,19.883936670086232,55.30817909432865,Normal,Medium Moving,5.0606060606060606,55.30817909432865,167,0.2226046511627907,274.0
20694,floral pink monster,43,187.54,5.078235294117647,16,9,1.7622443841639967e-05,0.9924185948177058,C,2.6875,2.151549828999242,8,16,9.392568538477642,28.20506853847764,Normal,Slow Moving,2.6875,28.20506853847764,43,1.0156470588235293,65.0
84711B,pink oval shape trinket box,20,186.64,8.999230769230769,13,7,1.7537874152733728e-05,0.9924361326918585,C,1.5384615384615385,0.7762500258061849,3,13,3.388711463759549,14.157942232990319,Normal,Slow Moving,1.5384615384615385,14.157942232990319,20,1.7998461538461539,33.0
84535A,english rose notebook a6 size,399,186.56,0.6776190476190477,21,19,1.7530356847053175e-05,0.9924536630487055,C,24.9375,78.83270789040127,320,16,344.14337142207177,518.7058714220718,Normal,Medium Moving,24.9375,518.7058714220718,399,0.13552380952380955,543.0
21402,red  egg  spoon,1369,185.51999999999998,0.25717391304347825,92,54,1.7432631873205965e-05,0.9924710956805788,C,16.901234567901234,17.40732959005459,96,81,75.99151739028362,194.30015936559226,Normal,Fast Moving,16.901234567901234,194.30015936559226,1369,0.051434782608695655,1631.0
90201C,red enamel flower ring,63,185.42000000000002,2.9342857142857146,21,12,1.7423235241105274e-05,0.9924885189158199,C,3.3157894736842106,3.145590062628197,12,19,13.732040903245997,36.94256721903547,Normal,Slow Moving,3.3157894736842106,36.94256721903547,63,0.586857142857143,104.0
78033,flag of st george chair,38,185.3,5.525,8,6,1.741195928258444e-05,0.9925059308751025,C,4.75,4.743416490252569,12,8,20.70733565671837,53.95733565671837,Normal,Slow Moving,4.75,53.95733565671837,38,1.1050000000000002,59.0
21826,eight piece dinosaur set,125,185.18,1.6913513513513514,35,16,1.740068332406361e-05,0.9925233315584265,C,5.0,4.252450274057692,13,25,18.56402771491144,53.56402771491144,Normal,Medium Moving,5.0,53.56402771491144,125,0.3382702702702703,192.0
23436,gift bag large vintage christmas,148,185.0,1.25,9,9,1.7383769386282362e-05,0.9925407153278129,C,16.444444444444443,9.683892697555967,40,9,42.274933471266394,157.3860445823775,Normal,Medium Moving,16.444444444444443,157.3860445823775,148,0.25,243.0
72801d,4 sky blue dinner candles,75,184.7,2.463409090909091,44,0,1.7355579489980282e-05,0.9925580709073029,C,2.0833333333333335,1.6453397391246762,7,36,7.182713623694043,21.766046957027378,Normal,Slow Moving,2.0833333333333335,21.766046957027378,75,0.4926818181818182,123.0
23416,chambre hook,132,184.68,1.7564,25,18,1.7353700163560144e-05,0.9925754246074664,C,7.333333333333333,8.152949664709952,25,18,35.59161748634245,86.92495081967579,Normal,Medium Moving,7.333333333333333,86.92495081967579,132,0.35128000000000004,194.0
90016B,gold/m.o.p pendant orbit necklace,22,184.66,8.39578947368421,19,6,1.7351820837140006e-05,0.9925927764283036,C,1.2222222222222223,0.5483188805533162,3,18,2.3936804052239182,10.949235960779475,Normal,Slow Moving,1.2222222222222223,10.949235960779475,22,1.6791578947368422,36.0
85055,french enamel utensil holder,45,183.71,5.15125,16,9,1.726255283218342e-05,0.9926100389811358,C,3.4615384615384617,5.269651864139677,20,13,23.004610741862496,47.23537997263173,Normal,Slow Moving,3.4615384615384617,47.23537997263173,45,1.03025,66.0
84509E,set of 4 carousel placemats,91,183.45,3.5413043478260873,23,7,1.7238121588721618e-05,0.9926272771027245,C,4.136363636363637,6.84728277386595,24,22,29.89174217070661,58.84628762525207,Normal,Slow Moving,4.136363636363637,58.84628762525207,91,0.7082608695652175,113.0
84927F,psychedelic tile hook,299,182.95,1.088695652173913,44,36,1.719113842821815e-05,0.9926444682411527,C,6.953488372093023,8.29501711692626,36,43,36.21181148047794,84.88623008512911,Normal,Medium Moving,6.953488372093023,84.88623008512911,299,0.21773913043478263,371.0
84429A,medium pink buddha head,54,182.50000000000003,3.913809523809524,21,13,1.7148853583765037e-05,0.9926616170947364,C,2.7,2.848822471422923,12,20,12.436505051449819,31.33650505144982,Normal,Slow Moving,2.7,31.33650505144982,54,0.7827619047619048,83.0
79030G,"tumbler, new england",142,182.3,3.643571428571429,14,11,1.7130060319563648e-05,0.992678747155056,C,10.923076923076923,12.919375232969141,48,13,56.39939903525978,132.86093749679824,Normal,Medium Moving,10.923076923076923,132.86093749679824,142,0.7287142857142859,140.0
71143,silver book mark with beads,161,182.25,1.7126470588235294,34,1,1.71253620035133e-05,0.9926958725170595,C,5.962962962962963,8.833857426800426,40,27,38.564113283379584,80.30485402412032,Normal,Medium Moving,5.962962962962963,80.30485402412032,161,0.3425294117647059,217.0
22032,botanical lily greeting card,427,181.98,0.4485,60,28,1.7099991096841427e-05,0.9927129725081564,C,8.895833333333334,6.295015195538192,24,48,27.48082376616504,89.75165709949837,Normal,Medium Moving,8.895833333333334,89.75165709949837,427,0.0897,690.0
21311,set/4 bird mirror magnets,459,181.32999999999998,0.9040384615384615,51,40,1.7038912988186922e-05,0.9927300114211446,C,10.2,13.079477331786896,48,45,57.098323092714374,128.49832309271437,Normal,Medium Moving,10.2,128.49832309271437,459,0.1808076923076923,504.0
84907,pink yellow patch cushion cover,29,180.93,6.113478260869566,23,3,1.700132645978415e-05,0.9927470127476044,C,1.45,0.7591546545162482,3,20,3.3140817971037975,13.464081797103798,Normal,Slow Moving,1.45,13.464081797103798,29,1.2226956521739132,49.0
85215,assorted cheese fridge magnets,223,180.70999999999998,0.9811111111111112,18,8,1.6980653869162625e-05,0.9927639934014735,C,12.38888888888889,16.482214617362875,72,18,71.95293753967404,158.67515976189628,Normal,Medium Moving,12.38888888888889,158.67515976189628,223,0.19622222222222224,337.0
72801C,4 rose pink dinner candles,145,180.65,1.5610526315789475,19,13,1.697501588990221e-05,0.9927809684173634,C,8.055555555555555,11.0372216358062,48,18,48.182876962183784,104.57176585107267,Normal,Medium Moving,8.055555555555555,104.57176585107267,145,0.3122105263157895,216.0
84804A,cream delphinium artificial flower,70,180.58,2.68,8,8,1.6968438247431726e-05,0.9927979368556108,C,8.75,7.343607521414215,24,8,32.058442725746986,93.30844272574699,Normal,Slow Moving,8.75,93.30844272574699,70,0.536,114.0
84859C,pink disco handbag,84,180.51999999999998,2.429090909090909,22,17,1.6962800268171305e-05,0.992814899655879,C,4.0,4.8166378315169185,17,21,21.02698266513767,49.026982665137666,Normal,Slow Moving,4.0,49.026982665137666,84,0.48581818181818187,131.0
22157,angel decoration with lace padded,212,180.2,0.85,11,11,1.693273104544909e-05,0.9928318323869244,C,23.555555555555557,16.63663961795704,48,9,72.62707828351627,237.51596717240517,Normal,Medium Moving,23.555555555555557,237.51596717240517,212,0.17,353.0
21721,candy shop  sticker sheet,195,179.45999999999998,1.102857142857143,33,19,1.6863195967903957e-05,0.9928486955828923,C,6.964285714285714,6.40302094707469,24,28,27.952321758069882,76.70232175806989,Normal,Medium Moving,6.964285714285714,76.70232175806989,195,0.2205714285714286,297.0
79190A,retro plastic 70's tray,384,179.35999999999999,0.6090476190476191,63,24,1.6853799335803266e-05,0.9928655493822282,C,6.857142857142857,9.379723918070338,60,56,40.947087808536516,88.94708780853651,Normal,Medium Moving,6.857142857142857,88.94708780853651,384,0.12180952380952381,561.0
40003,white bamboo ribs lampshade,155,179.23000000000002,1.6380000000000001,15,10,1.6841583714072368e-05,0.9928823909659422,C,10.333333333333334,24.094061706648997,96,15,105.18237732624226,177.5157106595756,Normal,Medium Moving,10.333333333333334,177.5157106595756,155,0.32760000000000006,218.0
16258A,swirly circular rubbers in bag,472,178.97,0.5913559322033899,59,29,1.6817152470610564e-05,0.9928992081184128,C,9.254901960784315,15.031757232279801,72,51,65.62098081809972,130.40529454358995,Normal,Medium Moving,9.254901960784315,130.40529454358995,472,0.11827118644067798,632.0
21847,green  diamante pen in gift box,76,178.89,2.7533333333333334,33,5,1.680963516493001e-05,0.9929160177535777,C,2.7142857142857144,3.0044059356976085,13,28,13.115703056514606,32.115703056514604,Normal,Slow Moving,2.7142857142857144,32.115703056514604,76,0.5506666666666667,117.0
85131C,beaded crystal heart blue on stick,193,178.85,0.8714,50,5,1.6805876512089732e-05,0.9929328236300898,C,4.488372093023256,4.6566495876391425,24,43,20.328555640246666,51.74716029140946,Normal,Medium Moving,4.488372093023256,51.74716029140946,193,0.17428,333.0
85123A,cream hanging heart t-light holder,61,178.51000000000002,3.536666666666667,9,7,1.6773927962947376e-05,0.9929495975580528,C,30.5,37.476659402887016,57,2,163.60396923669057,377.10396923669055,Normal,Slow Moving,30.5,377.10396923669055,61,0.7073333333333335,93.0
23126,dollcraft girl amelie,36,178.2,4.95,8,8,1.6744798403435227e-05,0.9929663423564562,C,4.5,1.4142135623730951,8,8,6.173734688177003,37.67373468817701,Normal,Slow Moving,4.5,37.67373468817701,36,0.9900000000000001,60.0
22872,number tile cottage garden 4,72,177.46,3.1853333333333333,30,13,1.6675263325890097e-05,0.9929830176197821,C,2.4,2.7114063026280357,8,30,11.836616187011419,28.63661618701142,Normal,Slow Moving,2.4,28.63661618701142,72,0.6370666666666667,106.0
84685,beach hut key cabinet,34,177.33,5.938571428571429,21,6,1.66630477041592e-05,0.9929996806674863,C,1.7,1.1285761872936695,4,20,4.92678767982803,16.82678767982803,Normal,Slow Moving,1.7,16.82678767982803,34,1.1877142857142857,54.0
21319,glass chalice green  small,161,175.78,1.9857894736842103,19,12,1.651739990659845e-05,0.9930161980673929,C,9.470588235294118,18.090458973789275,72,17,78.97371165364422,145.26782930070306,Normal,Medium Moving,9.470588235294118,145.26782930070306,161,0.3971578947368421,201.0
